Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
5350,376,0,0,0,0,8,24,130,166,24,16,138,166,14,6,42,0,59,553,4: South Australia
5351,4327,63,0,40,17,72,401,1917,1672,272,56,1516,1656,394,24,845,54,604,6195,4: South Australia
5352,3894,317,30,22,6,112,722,2249,1159,138,20,1536,1152,354,22,1311,70,484,5332,4: South Australia
5353,2760,247,72,10,21,123,534,1639,779,123,16,1055,851,325,19,928,81,406,3922,4: South Australia
5354,291,0,0,15,0,28,75,140,46,10,0,94,20,20,0,165,12,45,416,4: South Australia
5355,6219,326,25,18,8,200,921,3259,2139,202,20,2164,1838,663,33,2025,99,915,8281,4: South Australia
5356,548,6,0,0,0,20,105,236,170,22,0,196,183,61,8,117,8,89,799,4: South Australia
5357,353,0,0,6,0,24,74,153,80,8,6,123,62,28,3,148,23,52,442,4: South Australia
5360,790,20,0,0,0,16,77,376,330,28,0,257,343,73,0,128,12,97,1229,4: South Australia
5371,854,0,0,0,0,0,34,278,436,84,4,216,389,90,14,134,17,135,1333,4: South Australia
5372,1757,15,13,0,10,36,74,766,752,126,14,523,680,223,26,307,32,320,2688,4: South Australia
5373,2678,109,0,26,11,105,457,1487,648,86,42,934,661,308,12,931,58,419,3447,4: South Australia
5374,1181,21,6,0,8,38,249,623,240,28,12,391,278,104,10,391,25,174,1493,4: South Australia
5381,281,10,6,0,0,20,36,166,67,8,0,85,68,26,0,112,10,43,336,4: South Australia
5400,643,0,0,0,0,16,46,236,274,43,12,198,243,58,0,120,20,123,1063,4: South Australia
5401,600,17,0,0,0,36,82,322,136,30,12,172,160,83,8,178,26,90,832,4: South Australia
5410,214,0,0,0,3,13,18,108,70,12,0,60,84,20,0,65,6,30,319,4: South Australia
5411,222,0,0,0,0,0,38,110,64,12,0,84,78,8,10,47,0,26,337,4: South Australia
5412,972,39,0,14,0,35,165,551,233,20,10,383,160,106,0,360,29,142,1191,4: South Australia
5413,643,54,0,13,0,19,137,392,150,34,0,250,164,64,8,253,6,80,826,4: South Australia
5414,103,0,0,0,0,0,7,60,30,8,0,30,32,8,0,37,0,8,134,4: South Australia
5415,189,3,0,0,0,7,36,82,57,0,6,89,45,10,0,40,6,14,247,4: South Australia
5416,166,0,0,0,0,8,32,72,48,6,0,70,36,16,0,43,0,13,209,4: South Australia
5417,1141,99,4,0,0,75,262,624,259,44,10,436,263,89,8,496,14,157,1501,4: South Australia
5418,95,0,0,0,10,0,6,50,20,6,0,38,30,6,0,24,0,4,125,4: South Australia
5419,196,0,0,0,0,10,34,100,34,18,0,48,58,12,0,66,0,24,245,4: South Australia
5420,53,0,0,0,0,0,0,18,32,6,0,18,20,6,0,18,0,7,78,4: South Australia
5421,102,0,0,0,0,0,36,42,20,0,8,28,18,6,0,60,10,28,135,4: South Australia
5422,1389,42,0,13,0,44,261,895,182,40,0,438,143,153,20,683,30,218,1662,4: South Australia
5431,667,8,0,0,0,15,93,332,172,26,12,252,148,30,0,245,10,76,857,4: South Australia
5432,85,0,0,3,0,3,10,45,22,8,0,32,28,0,0,33,0,3,148,4: South Australia
5433,996,37,22,3,0,57,197,544,225,46,3,358,180,109,16,428,15,117,1304,4: South Australia
5434,260,9,0,26,4,24,58,164,39,10,0,114,69,24,0,104,14,25,405,4: South Australia
5440,138,0,0,5,0,7,36,47,36,16,0,28,13,5,0,72,0,0,169,4: South Australia
5451,602,20,0,0,0,33,105,316,152,18,0,253,116,46,0,209,14,84,702,4: South Australia
5452,308,3,0,0,4,3,31,159,94,12,0,125,126,12,0,60,0,39,452,4: South Australia
5453,3799,209,0,24,15,167,617,1981,1126,176,26,1418,1005,358,15,1277,86,537,5100,4: South Australia
5454,292,0,0,0,0,10,48,164,50,14,0,102,70,28,10,76,8,46,391,4: South Australia
5455,38,0,0,0,0,0,16,18,6,0,0,8,18,0,0,14,0,0,42,4: South Australia
5460,542,0,0,0,0,8,66,270,172,28,0,176,158,72,0,129,8,91,743,4: South Australia
5461,1848,204,0,5,8,68,403,1081,483,70,24,654,523,219,14,699,54,309,2598,4: South Australia
5462,336,46,0,0,0,10,68,171,127,26,0,130,114,49,0,105,6,64,518,4: South Australia
5464,392,36,0,0,0,12,72,213,120,13,10,151,119,23,0,137,0,66,572,4: South Australia
5470,128,0,0,0,0,8,28,70,14,16,0,38,36,8,0,36,0,8,147,4: South Australia
5471,66,0,0,0,0,0,14,24,16,0,0,20,6,0,0,22,6,9,80,4: South Australia
5472,163,0,0,0,0,0,40,58,54,0,0,52,22,8,0,70,8,19,186,4: South Australia
5473,610,20,0,0,5,12,131,319,145,16,14,209,104,70,8,236,24,76,745,4: South Australia
5480,684,31,0,3,0,34,138,334,175,38,6,233,175,49,6,249,14,82,886,4: South Australia
5481,459,0,0,8,0,29,98,230,86,12,6,204,78,18,0,144,12,41,498,4: South Australia
5482,365,0,13,0,0,6,69,190,98,12,0,140,102,24,0,124,0,41,482,4: South Australia
5483,257,0,0,4,0,12,41,124,79,12,0,92,64,18,0,68,3,26,342,4: South Australia
5485,458,0,0,20,0,20,60,201,152,14,14,184,137,34,8,121,6,39,667,4: South Australia
5490,109,0,0,0,0,0,10,52,38,8,0,30,39,6,0,26,0,14,171,4: South Australia
5491,1467,39,0,7,0,54,210,809,383,48,6,499,364,99,12,507,44,174,1797,4: South Australia
5493,37,0,0,0,0,0,6,13,14,0,0,9,12,0,0,16,0,3,67,4: South Australia
5495,524,0,0,7,15,28,126,267,70,20,0,217,64,40,0,190,14,56,583,4: South Australia
5501,5575,10,13,0,20,80,398,2296,2219,404,124,1621,2115,536,54,1135,160,824,8156,4: South Australia
5502,1084,20,7,53,0,73,109,589,327,52,6,362,369,128,6,275,84,149,1716,4: South Australia
5510,80,0,0,0,0,0,17,50,8,0,0,42,24,6,0,28,4,7,104,4: South Australia
5520,453,10,0,3,6,17,79,262,90,8,0,134,84,51,8,197,24,68,540,4: South Australia
5521,117,11,0,0,0,0,27,65,26,0,0,26,35,14,0,68,0,19,147,4: South Australia
5522,1244,86,13,9,0,46,340,701,251,38,0,555,192,75,0,555,18,162,1511,4: South Australia
5523,1418,89,0,12,10,29,217,800,416,48,14,520,382,125,19,483,26,230,1944,4: South Australia
5540,10757,1640,213,57,13,587,2064,7855,2458,301,52,3489,2755,1868,156,5104,309,1967,15241,4: South Australia
5550,729,24,6,19,4,54,138,363,180,28,0,185,205,81,18,301,16,96,958,4: South Australia
5552,260,0,0,0,0,6,26,130,70,20,6,84,84,16,0,64,10,24,351,4: South Australia
5554,4012,211,9,39,6,137,684,2118,1211,154,8,1389,1003,512,30,1353,105,619,5389,4: South Australia
5555,416,0,0,0,0,18,72,224,86,14,6,186,100,24,0,92,8,58,518,4: South Australia
5556,3455,252,11,34,18,118,665,1989,888,108,6,1453,578,424,41,1319,99,552,4426,4: South Australia
5558,4056,315,23,20,7,149,807,2244,1167,144,30,1936,691,329,42,1515,106,526,5214,4: South Australia
5560,347,0,6,5,0,14,38,202,90,0,0,112,88,34,0,116,10,44,454,4: South Australia
5570,520,11,0,35,4,42,129,278,72,10,8,226,66,42,0,232,14,57,597,4: South Australia
5571,1539,101,0,120,34,117,347,925,318,27,0,815,253,76,0,674,49,168,1978,4: South Australia
5572,120,6,0,0,0,16,17,54,46,0,0,46,36,6,0,31,0,14,157,4: South Australia
5573,1597,46,8,3,0,36,242,886,417,63,6,584,381,153,24,556,18,186,2206,4: South Australia
5575,1972,14,12,26,6,57,360,1020,479,69,0,846,350,122,22,675,29,226,2391,4: South Australia
5576,911,17,0,11,12,46,156,529,166,28,6,328,191,44,14,364,30,118,1133,4: South Australia
5577,468,0,0,4,0,20,80,244,100,22,0,161,81,38,10,186,10,47,574,4: South Australia
5580,310,0,0,0,0,14,50,183,56,8,0,100,77,16,0,112,0,21,363,4: South Australia
5581,511,11,20,0,0,19,111,285,116,19,0,279,45,23,3,217,7,38,568,4: South Australia
5582,527,0,0,8,0,25,98,272,117,20,3,237,69,18,0,184,14,70,603,4: South Australia
5583,721,26,4,25,10,50,126,396,138,33,18,281,89,70,0,350,8,90,838,4: South Australia
5600,4095,725,269,17,13,202,1541,2552,1060,158,22,1694,1291,465,32,1996,122,515,6150,4: South Australia
5601,61,0,0,0,0,6,18,22,18,0,0,41,10,0,0,15,0,0,88,4: South Australia
5602,833,142,4,14,6,47,173,520,261,38,0,446,241,68,0,324,11,85,1349,4: South Australia
5603,294,20,0,12,0,12,38,181,83,6,0,114,102,25,0,96,0,39,422,4: South Australia
5604,176,6,0,7,0,3,52,101,32,0,0,67,27,10,0,90,0,21,218,4: South Australia
5605,1394,117,96,26,10,79,414,857,304,42,0,660,277,108,0,681,34,190,1852,4: South Australia
5606,9453,1297,697,79,20,499,2366,6822,2242,287,42,3452,2683,1537,133,4363,405,1195,14459,4: South Australia
5607,3621,16,0,53,39,176,538,1657,1081,124,32,1388,1193,234,6,841,62,343,5360,4: South Australia
5608,4529,6221,467,43,32,340,1902,10215,1389,235,137,3081,2489,2404,173,6111,409,1613,13041,4: South Australia
5609,1375,50,71,0,0,6,80,752,622,70,6,438,548,157,6,389,22,162,1961,4: South Australia
5611,123,0,0,0,8,8,34,64,10,0,0,26,22,12,0,71,6,20,125,4: South Australia
5630,96,0,0,0,0,0,6,58,28,6,0,30,50,6,0,16,0,4,129,4: South Australia
5631,751,24,0,4,0,48,88,413,209,26,0,272,248,51,8,200,30,76,1063,4: South Australia
5632,139,0,0,0,0,0,13,68,52,12,0,42,62,9,0,34,0,8,231,4: South Australia
5633,199,0,0,0,0,0,18,106,52,0,4,68,48,14,6,67,0,9,286,4: South Australia
5640,804,17,0,8,0,20,125,431,239,8,6,291,183,44,10,284,18,56,1029,4: South Australia
5641,714,6,4,9,8,19,61,422,192,30,0,271,212,30,0,228,20,80,1005,4: South Australia
5642,155,3,0,0,0,4,0,98,42,7,0,52,59,10,8,57,0,18,234,4: South Australia
5650,87,0,0,0,0,0,0,40,32,12,0,18,60,0,0,18,0,4,167,4: South Australia
5651,45,0,0,0,0,0,14,16,12,0,0,20,10,0,0,12,0,0,63,4: South Australia
5652,468,19,0,3,0,0,57,296,124,22,0,176,131,22,0,163,0,37,656,4: South Australia
5653,31,0,0,0,0,0,0,8,20,0,0,20,6,0,0,12,0,5,66,4: South Australia
5654,161,0,0,0,0,0,16,102,25,14,0,47,50,8,0,64,0,3,230,4: South Australia
5655,62,0,0,0,0,0,0,44,14,0,0,21,26,0,0,14,0,0,106,4: South Australia
5660,24,0,0,0,0,0,0,10,12,0,0,14,8,0,0,10,0,0,39,4: South Australia
5661,89,0,0,0,0,6,16,46,20,0,0,28,24,0,0,20,0,0,147,4: South Australia
5670,355,0,0,5,7,20,60,173,86,17,0,106,98,26,8,119,8,48,494,4: South Australia
5671,115,0,0,5,0,0,22,50,34,0,0,44,30,0,0,46,10,8,169,4: South Australia
5680,1558,14,20,31,4,115,337,779,318,48,24,653,377,86,12,514,28,143,2123,4: South Australia
5690,2616,100,53,66,19,184,506,1487,543,83,14,801,777,333,41,967,70,231,3954,4: South Australia
5700,6732,1182,716,81,47,428,1638,5672,1393,217,60,2389,1838,1362,166,3605,345,998,11042,4: South Australia
5701,0,0,0,3,0,0,0,0,0,0,0,13,9,0,0,0,0,0,30,4: South Australia
5710,1540,3,4,9,4,18,95,717,624,69,14,520,514,200,6,331,8,166,2793,4: South Australia
5713,9,0,0,0,0,0,6,0,0,0,0,0,8,0,0,8,0,0,20,4: South Australia
5715,10,0,0,0,0,0,0,3,6,0,0,8,0,0,0,6,0,0,30,4: South Australia
5717,16,0,0,0,0,0,0,0,10,0,0,20,0,0,0,12,0,3,35,4: South Australia
5719,21,0,0,0,0,0,15,8,8,0,0,24,6,0,0,11,0,4,61,4: South Australia
5720,153,8,9,0,0,17,13,111,23,10,0,61,23,10,0,103,0,13,252,4: South Australia
5722,223,0,0,3,0,44,61,93,26,8,0,59,35,15,0,139,10,39,262,4: South Australia
5723,1218,32,75,55,49,192,396,492,177,52,16,306,188,116,30,773,50,100,1812,4: South Australia
5724,29,0,0,6,0,9,0,27,10,0,0,17,6,0,0,23,0,0,84,4: South Australia
5725,2318,0,63,11,3,103,356,1024,777,98,14,544,958,178,24,602,120,217,3976,4: South Australia
5730,66,0,0,0,0,6,5,30,12,10,0,21,10,6,0,12,6,10,115,4: South Australia
5731,97,0,0,0,0,10,18,46,29,0,10,27,30,6,0,43,0,6,234,4: South Australia
5732,93,0,0,9,12,13,24,41,14,8,0,25,6,20,0,56,8,0,146,4: South Australia
5733,69,0,0,9,6,3,16,44,9,0,3,15,21,10,0,55,0,0,129,4: South Australia
5734,45,9,0,0,0,5,10,34,15,0,0,12,32,8,0,24,0,0,114,4: South Australia
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4: South Australia
6000,1053,1405,9627,8,312,5210,8786,2654,398,53,27,5314,1703,696,222,7845,1848,1208,13812,5: Western Australia
6003,511,660,2254,12,80,1171,2506,901,129,21,22,1480,488,216,59,2143,558,367,3652,5: Western Australia
6004,426,676,10005,0,376,3560,8050,3754,422,58,34,5508,1823,729,222,6728,1437,856,11681,5: Western Australia
6005,533,740,4611,0,137,2164,4144,1762,213,16,15,2341,839,411,107,4081,777,610,6102,5: Western Australia
6006,5074,1437,1226,16,19,1025,2202,4082,1459,199,28,2362,2262,652,123,3012,716,1033,9623,5: Western Australia
6007,3144,1726,2020,35,57,1348,3121,3117,926,161,15,2603,1645,598,126,3287,584,846,8095,5: Western Australia
6008,6589,2439,4672,21,175,3143,5534,5604,2180,445,56,4414,3871,1233,173,6828,749,1412,16131,5: Western Australia
6009,8449,1808,2274,0,94,1033,3000,4487,3701,1754,373,4061,4814,977,168,3531,1029,1328,18936,5: Western Australia
6010,8189,2857,3099,6,13,1379,4430,5590,4326,1058,204,4454,4964,1555,133,5487,597,1345,18863,5: Western Australia
6011,4799,823,1199,0,69,496,1708,2695,1923,715,146,2360,2368,565,68,2144,330,513,9346,5: Western Australia
6012,4324,1014,1684,0,46,1199,2296,2255,1805,622,78,1971,2314,601,79,3123,305,726,9169,5: Western Australia
6014,10138,2149,4393,0,58,1949,6223,5724,4579,1105,188,5163,6502,1350,219,6176,589,1550,22092,5: Western Australia
6015,4051,248,330,0,6,141,477,1069,2083,908,196,1488,2025,287,37,983,75,326,6805,5: Western Australia
6016,4789,1832,1547,34,3,714,3455,3714,1647,232,28,2359,3306,795,140,2831,474,872,10818,5: Western Australia
6017,748,2495,1036,0,0,862,2838,1983,242,26,22,1540,965,363,136,2740,301,436,4507,5: Western Australia
6018,21115,8872,2097,108,62,1674,6441,17255,9825,1776,242,9573,11664,3500,349,10974,1688,3378,42250,5: Western Australia
6019,8914,8379,2624,0,9,1096,7347,11623,4351,623,67,6803,6047,2249,257,8435,1676,1810,24351,5: Western Australia
6020,12637,2698,819,0,87,361,2178,5389,7714,1737,219,5750,6510,1280,138,3949,291,1403,22581,5: Western Australia
6021,11164,5146,119,0,11,488,2277,8959,6046,941,115,5056,5632,1815,234,5727,551,1525,20980,5: Western Australia
6022,3596,365,8,0,0,13,145,2000,1718,212,38,1240,1393,490,29,921,72,436,5209,5: Western Australia
6023,10173,703,193,0,26,94,646,3065,6357,1071,163,3254,4858,1088,74,2074,207,1161,15982,5: Western Australia
6024,9469,814,47,0,0,55,493,4861,4608,589,90,3141,3558,1244,99,2438,270,1170,13723,5: Western Australia
6025,21051,2138,237,12,6,186,1154,10140,10780,1894,287,7344,8681,2637,227,5153,573,2416,31581,5: Western Australia
6026,14376,1803,12,183,0,181,1179,4598,9636,1422,162,5215,6554,1647,110,3644,193,1822,22781,5: Western Australia
6027,26655,2853,1758,30,55,1046,2479,11849,14808,2612,437,9973,11209,3502,283,7532,1173,3635,42828,5: Western Australia
6028,14845,505,363,6,5,190,498,2627,10996,1517,194,4705,7452,1563,116,2169,189,1629,23559,5: Western Australia
6029,1732,252,6,0,0,3,298,790,787,190,32,638,849,122,10,445,74,153,2855,5: Western Australia
6030,25583,2810,287,5,18,438,2756,9116,15483,1837,218,7961,10414,4264,314,6547,706,3750,40841,5: Western Australia
6031,11738,389,20,0,6,78,469,3378,7563,611,96,2589,5699,1804,124,1874,278,1573,18645,5: Western Australia
6032,115,0,0,0,0,6,8,32,44,18,6,41,36,12,0,22,0,9,189,5: Western Australia
6033,249,0,0,0,0,0,18,66,128,32,8,80,116,20,0,28,0,28,444,5: Western Australia
6034,2457,19,0,0,0,8,12,998,1385,60,16,596,1086,362,26,391,26,317,3705,5: Western Australia
6035,7272,201,7,0,6,16,377,2578,4036,400,48,1946,2787,1117,58,1532,133,1139,11022,5: Western Australia
6036,11648,305,88,0,3,152,846,4336,6063,608,74,2700,4726,1953,126,2467,281,1644,17514,5: Western Australia
6037,2679,8,0,3,0,6,185,967,1222,224,43,764,952,262,14,683,44,331,3822,5: Western Australia
6038,6876,151,8,0,6,18,218,2904,3697,200,13,1545,3027,1018,77,1339,139,897,10203,5: Western Australia
6041,1103,0,0,0,0,32,70,356,502,88,34,449,302,104,10,219,24,141,1597,5: Western Australia
6042,70,0,0,7,0,9,11,36,22,3,0,33,0,6,0,29,8,3,107,5: Western Australia
6043,188,9,8,26,0,8,37,99,83,14,0,111,8,11,8,107,6,9,233,5: Western Australia
6044,946,60,36,20,4,64,188,460,301,54,20,431,171,44,10,408,52,88,1300,5: Western Australia
6050,7141,2328,3194,20,87,1825,5298,4282,2809,875,123,4123,3555,928,154,5927,787,1510,15770,5: Western Australia
6051,3928,4213,4524,3,37,2433,7279,5549,1315,202,28,4313,2513,1114,231,7734,1180,1561,13199,5: Western Australia
6052,6847,1270,1189,0,35,904,2470,4379,2337,252,47,2586,3004,986,128,3413,438,1107,11555,5: Western Australia
6053,9783,1954,457,0,9,573,3091,6084,3054,387,41,3595,3859,1131,146,4127,558,1436,15288,5: Western Australia
6054,13174,2791,636,8,24,628,2832,9241,4611,645,124,4391,4800,2300,293,5884,671,2251,21029,5: Western Australia
6055,20327,745,119,305,65,245,1325,8160,10899,866,200,5496,9534,2108,264,4154,565,2304,32320,5: Western Australia
6056,25676,5023,1251,149,59,1649,5343,14574,11203,1528,340,8701,8658,4830,500,11433,1211,4366,41172,5: Western Australia
6057,11985,385,20,17,15,79,715,4844,5820,837,145,3579,3924,1688,157,2907,330,1609,16697,5: Western Australia
6058,9027,917,15,223,34,284,822,4780,4006,487,72,2880,2970,1379,134,3061,346,1290,13181,5: Western Australia
6059,13691,4679,775,0,11,674,3571,9399,6419,1276,249,5412,6297,2105,294,7015,766,1806,24169,5: Western Australia
6060,8574,10850,3629,0,31,1577,10664,13827,3491,381,70,7767,5912,2533,417,12248,1425,2476,25486,5: Western Australia
6061,19960,11400,511,0,33,1796,5135,25721,3810,488,103,7857,9579,5289,739,12315,2058,3181,41683,5: Western Australia
6062,21850,4038,140,3,16,232,2871,13267,9771,1412,227,7496,8341,3327,443,7370,1145,2596,34144,5: Western Australia
6063,9166,601,136,0,12,185,477,3970,4837,534,86,2181,3957,1478,147,2187,313,1041,15045,5: Western Australia
6064,18492,2942,63,0,20,639,1276,11062,8443,1007,204,5061,7340,3624,392,5843,744,2664,31068,5: Western Australia
6065,42281,3040,98,324,70,617,2374,12567,28079,2753,368,11211,21009,5320,414,8730,812,4852,68443,5: Western Australia
6066,11658,679,22,0,0,215,421,4147,6694,932,147,3033,4896,1892,176,2383,313,1454,18459,5: Western Australia
6067,17,0,0,0,0,10,8,0,0,0,0,0,0,0,0,6,0,9,45,5: Western Australia
6068,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,5: Western Australia
6069,27869,2271,306,0,7,215,2382,10131,16678,1697,269,7512,13252,4254,309,5768,673,4014,46350,5: Western Australia
6070,2556,22,0,12,0,12,182,887,1154,316,30,858,1068,214,26,418,36,334,3725,5: Western Australia
6071,2448,23,3,0,3,16,155,881,1114,228,64,812,951,219,14,455,38,311,3502,5: Western Australia
6072,582,6,0,0,0,0,16,225,280,58,10,217,210,44,0,113,0,72,829,5: Western Australia
6073,2200,167,0,25,18,128,264,811,990,190,46,853,718,240,18,619,21,288,3190,5: Western Australia
6074,712,0,9,0,0,12,57,252,315,68,24,247,265,64,0,114,18,88,1001,5: Western Australia
6076,15030,807,129,87,16,380,1441,5378,6860,1865,419,5548,5742,1387,108,3582,196,1795,22308,5: Western Australia
6077,931,240,8,0,0,17,312,289,420,158,99,499,372,72,6,332,32,120,1639,5: Western Australia
6078,548,0,6,0,0,0,38,72,318,76,43,165,238,52,12,69,24,72,941,5: Western Australia
6079,26,0,0,0,0,0,0,8,12,0,0,12,0,0,0,0,0,0,30,5: Western Australia
6081,3345,0,0,0,8,30,189,965,1720,316,98,1064,1443,292,18,494,56,471,4919,5: Western Australia
6082,2325,0,4,3,6,24,177,719,1113,214,62,745,876,268,8,400,46,315,3422,5: Western Australia
6083,2330,0,10,17,28,69,178,637,1071,263,101,931,905,164,20,339,40,267,3570,5: Western Australia
6084,5808,20,0,10,24,78,339,1501,3101,564,182,1903,2314,608,40,889,109,764,9063,5: Western Australia
6090,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,25,5: Western Australia
6100,5962,3797,4071,7,85,2519,5377,7277,1949,291,79,5084,3401,1123,362,6508,1307,1322,15816,5: Western Australia
6101,9328,3055,1651,0,40,1259,3384,8326,2730,376,115,4286,3849,1301,307,5350,1301,1734,17301,5: Western Australia
6102,5145,4156,1074,0,146,1343,2623,5344,2253,567,477,2772,2240,947,346,4897,1815,1201,13949,5: Western Australia
6103,4150,2069,3516,0,8,2210,4145,4223,1604,146,20,3330,2055,901,266,5074,932,944,10897,5: Western Australia
6104,8865,2125,723,21,37,903,2337,5957,3351,343,56,3509,3021,1255,267,4365,788,1218,15082,5: Western Australia
6105,9123,2697,660,22,15,622,2915,6884,3014,357,68,3274,3769,1611,276,4446,849,1180,16283,5: Western Australia
6106,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,16,5: Western Australia
6107,27081,4814,1520,83,41,1239,4613,16365,12046,1487,319,8579,12576,3448,767,8963,2453,2974,48583,5: Western Australia
6108,15298,1286,203,0,13,140,1327,7041,7640,1037,112,4654,6062,2187,262,3888,496,1836,23665,5: Western Australia
6109,7555,947,351,296,42,353,1099,4886,2833,353,106,2039,3202,1212,128,3008,425,1022,13143,5: Western Australia
6110,27342,2780,496,24,28,755,2477,13201,13748,1380,276,6872,11884,4226,375,8061,916,3559,44873,5: Western Australia
6111,15766,1484,187,118,38,380,1370,8690,6305,1112,250,5081,5334,2455,224,4839,511,2483,23639,5: Western Australia
6112,42762,4120,252,336,55,880,2891,19534,22935,2259,411,11108,19768,6328,621,10769,1314,6005,70564,5: Western Australia
6121,1881,5,11,0,8,18,64,237,1079,348,117,601,901,154,12,214,34,227,3101,5: Western Australia
6122,13631,136,48,0,0,49,313,3250,9035,896,188,3334,6428,1657,118,2099,288,1860,21803,5: Western Australia
6123,1471,0,0,0,0,6,60,452,828,83,18,460,560,194,6,232,28,221,2253,5: Western Australia
6124,851,6,0,3,3,14,92,289,346,76,14,288,292,84,14,163,16,114,1205,5: Western Australia
6125,1956,3,0,215,8,55,229,519,1075,198,78,833,825,181,8,433,32,278,3622,5: Western Australia
6126,177,0,0,0,0,14,20,54,60,16,10,72,52,6,0,42,8,12,265,5: Western Australia
6147,9584,1353,262,0,15,225,892,6377,3802,452,113,2780,3761,1530,242,3211,491,1128,15038,5: Western Australia
6148,11139,2079,245,0,7,163,1742,6011,5384,1007,213,3680,5578,1435,140,3526,295,1252,18974,5: Western Australia
6149,11657,1046,683,0,6,388,1149,3276,7602,1480,233,4203,5650,1231,85,2853,222,1258,18905,5: Western Australia
6150,7737,668,175,0,4,54,917,1526,4924,1236,265,2821,3551,717,102,1591,221,814,13201,5: Western Australia
6151,6477,4518,3495,4,14,1836,5872,7084,2758,676,78,5293,3978,1210,286,6770,988,1251,17226,5: Western Australia
6152,10954,7802,2086,0,12,958,7368,10009,5831,1140,260,7025,6087,1990,621,8588,1492,2165,26227,5: Western Australia
6153,11241,3371,1725,0,22,602,3158,7386,5845,1477,253,5466,6145,1619,234,4893,513,1294,21419,5: Western Australia
6154,5720,2039,204,3,13,220,1742,3381,3014,542,97,2164,3026,872,88,2697,223,792,10621,5: Western Australia
6155,30788,1527,850,8,12,262,996,8388,20998,2927,502,7932,17447,3432,365,4649,577,2715,53765,5: Western Australia
6156,10531,2607,442,0,10,346,2768,6396,4386,899,155,3641,4896,1629,176,4344,428,1618,18238,5: Western Australia
6157,7402,3988,678,0,22,507,3989,6354,2999,350,89,3506,3620,1406,144,5300,432,1299,14603,5: Western Australia
6158,3861,1095,846,20,21,326,1677,2746,1501,412,66,1842,2078,612,52,1997,221,654,7819,5: Western Australia
6159,1014,1071,1217,0,79,565,1495,1792,428,65,0,1530,844,299,20,1570,161,380,3947,5: Western Australia
6160,3249,2608,2239,21,114,1734,4097,3326,924,153,66,2840,1554,815,84,4547,727,1067,9251,5: Western Australia
6161,80,27,0,7,0,27,23,58,9,0,6,40,11,0,0,58,13,4,166,5: Western Australia
6162,7072,1544,750,278,79,958,2539,4684,2059,282,67,2874,2751,1145,116,3482,579,1174,12074,5: Western Australia
6163,33256,7260,3406,9,91,2676,9055,20704,13988,1851,301,13078,12183,5749,588,15562,2168,5381,54704,5: Western Australia
6164,39418,3814,2526,5,13,1393,4151,14741,25584,2281,333,12070,19557,5492,562,9834,1450,5133,66124,5: Western Australia
6165,39,0,0,0,0,0,0,16,18,0,0,17,10,0,0,8,0,12,64,5: Western Australia
6166,7006,286,58,406,13,165,526,2309,4160,622,94,2467,2984,700,79,1792,146,705,10792,5: Western Australia
6167,18275,837,856,11,21,581,2275,8594,8132,745,141,4469,6487,3045,252,5878,720,2953,28476,5: Western Australia
6168,15165,3191,1998,358,71,1164,4764,9859,6259,674,86,6224,4120,2765,253,9423,703,2821,24913,5: Western Australia
6169,24877,764,1053,5,16,421,2153,9635,13319,1465,227,7633,7771,3631,259,7600,712,3889,35317,5: Western Australia
6170,10800,268,208,0,4,129,554,3740,6325,520,80,2555,4996,1500,146,1946,398,1489,17329,5: Western Australia
6171,23684,823,89,187,24,340,1618,5719,15799,1245,204,6167,10842,3109,188,4413,602,3519,37697,5: Western Australia
6172,8418,545,0,0,6,43,513,1438,6438,561,78,2475,3454,1362,82,1656,214,1422,13477,5: Western Australia
6173,7651,75,6,0,0,6,60,847,5973,766,58,1813,3930,989,56,886,107,893,12474,5: Western Australia
6174,3788,78,0,0,0,13,181,1527,1897,261,20,827,1435,713,47,824,106,557,5681,5: Western Australia
6175,2659,0,0,0,0,10,64,626,1684,222,34,738,1106,358,24,419,32,373,4021,5: Western Australia
6176,1328,0,0,0,0,6,14,292,846,124,34,350,620,162,8,172,14,160,2096,5: Western Australia
6180,4581,13,0,0,6,92,391,1190,2608,216,48,1238,1770,646,24,807,102,604,6777,5: Western Australia
6181,301,0,0,0,0,0,3,24,190,62,14,110,140,20,0,34,0,42,469,5: Western Australia
6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5: Western Australia
6207,741,0,0,9,24,20,58,165,371,77,32,280,330,57,10,84,14,77,1243,5: Western Australia
6208,8954,521,24,234,35,306,1283,3180,4459,450,107,3414,2527,1176,77,2710,211,1374,12946,5: Western Australia
6209,1385,0,3,125,7,172,304,336,506,104,43,456,367,188,8,516,34,195,2002,5: Western Australia
6210,48736,8899,1909,301,98,2154,9443,24183,25390,2549,394,20606,14275,7551,587,20860,1579,7554,75034,5: Western Australia
