Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
3220,9341,2979,1466,57,85,1380,4775,5930,2981,672,118,4287,3899,1236,138,5691,857,1535,17270,2: Victoria
3221,518,0,0,0,0,0,34,172,201,78,20,166,224,46,10,73,6,55,801,2: Victoria
3222,13756,537,68,8,15,108,1482,6923,5216,659,109,4931,4119,1584,130,3610,305,2053,18576,2: Victoria
3223,7607,559,32,32,5,165,1220,4338,2325,292,53,3512,1377,658,95,2728,187,1033,9536,2: Victoria
3224,10473,699,8,195,15,169,1663,5382,3774,488,81,3709,3488,1314,102,3014,217,1771,15101,2: Victoria
3225,4000,398,81,79,6,77,816,2328,1277,202,48,2016,913,269,12,1568,38,465,5408,2: Victoria
3226,12262,786,37,29,19,148,1585,6247,4678,572,104,4441,4318,1223,62,3225,303,1708,17714,2: Victoria
3227,3583,232,100,3,0,82,468,1804,1369,286,44,1382,1310,322,34,941,61,382,5459,2: Victoria
3228,15259,1177,97,35,11,161,1651,7243,6808,1034,137,5093,6534,1386,103,3470,611,1748,24181,2: Victoria
3230,2318,148,9,11,4,55,291,1315,678,139,41,997,586,158,8,733,73,286,3208,2: Victoria
3231,1246,17,8,8,0,17,176,610,387,66,10,524,275,98,14,366,16,108,1571,2: Victoria
3232,866,72,52,13,8,99,184,392,251,84,38,358,175,79,12,391,45,78,1327,2: Victoria
3233,1659,168,64,23,23,122,402,970,373,76,27,676,355,173,18,767,66,186,2363,2: Victoria
3234,170,0,0,7,6,0,46,84,40,3,0,54,34,6,0,80,10,28,237,2: Victoria
3235,342,0,0,0,0,16,48,180,68,8,12,130,92,44,0,62,6,31,515,2: Victoria
3236,177,0,0,0,0,8,35,100,24,6,0,62,26,32,0,48,0,9,257,2: Victoria
3237,210,0,0,0,10,6,60,80,32,16,0,72,40,16,0,70,6,25,276,2: Victoria
3238,211,0,0,3,6,13,42,86,49,8,6,78,35,18,0,77,0,18,251,2: Victoria
3239,357,0,0,4,6,9,62,186,76,24,0,129,80,30,0,118,10,39,491,2: Victoria
3240,1420,0,4,0,0,20,96,552,568,124,30,424,670,98,0,193,30,162,2169,2: Victoria
3241,2228,80,0,9,11,76,312,1135,645,104,22,751,676,224,12,640,54,298,3072,2: Victoria
3242,736,0,0,0,0,28,132,346,178,32,10,230,222,46,0,210,12,83,942,2: Victoria
3243,291,0,0,0,0,10,46,138,80,8,0,132,84,6,8,62,8,11,392,2: Victoria
3249,2447,0,0,3,10,40,226,1165,767,158,36,866,758,184,18,587,40,237,3368,2: Victoria
3250,9033,1100,0,117,56,515,1766,5510,2409,273,59,2774,2442,1100,141,3964,416,1268,12756,2: Victoria
3251,450,4,0,0,0,12,62,236,124,8,0,134,118,32,6,146,10,38,524,2: Victoria
3254,231,0,0,0,0,0,26,136,56,8,0,66,70,32,0,60,0,33,358,2: Victoria
3260,3672,187,5,3,6,106,629,2016,951,151,40,1244,923,327,36,1311,97,444,4801,2: Victoria
3264,1689,126,9,11,12,66,357,970,393,56,16,572,404,219,23,635,58,273,2254,2: Victoria
3265,1968,0,0,0,13,50,168,876,662,140,32,621,686,176,22,434,22,212,2827,2: Victoria
3266,2203,111,0,8,6,88,269,1252,623,88,22,752,608,235,24,696,45,261,3047,2: Victoria
3267,155,0,0,0,0,0,14,71,56,10,0,71,50,10,0,24,0,4,214,2: Victoria
3268,1877,18,0,0,5,46,167,1006,576,78,8,649,565,158,22,484,43,202,2552,2: Victoria
3269,473,4,0,0,0,6,62,230,140,18,3,148,142,43,6,122,12,34,676,2: Victoria
3270,273,0,0,0,0,0,50,154,64,0,8,96,52,18,0,110,0,13,322,2: Victoria
3271,133,0,0,0,0,0,14,49,51,14,0,49,30,24,0,47,0,11,188,2: Victoria
3272,1299,22,0,0,0,50,204,651,340,50,22,422,267,150,18,452,28,177,1641,2: Victoria
3273,92,0,0,0,0,0,8,44,12,24,6,31,26,10,0,20,8,8,130,2: Victoria
3274,182,0,0,6,6,6,26,90,42,20,0,65,42,30,0,49,0,10,256,2: Victoria
3275,285,0,0,0,0,0,8,126,116,14,0,92,132,28,0,40,0,22,490,2: Victoria
3276,330,0,0,0,0,16,28,179,84,28,0,118,90,26,0,85,0,26,437,2: Victoria
3277,1165,0,0,133,0,18,141,590,408,96,26,454,432,141,25,308,20,149,1820,2: Victoria
3278,238,0,0,0,0,8,6,100,94,22,0,88,78,22,0,40,0,39,343,2: Victoria
3279,176,0,0,0,0,6,24,58,68,24,0,50,86,6,0,20,14,15,300,2: Victoria
3280,22018,3160,1228,68,85,1162,6878,12768,6317,937,150,7709,6889,3305,331,9582,958,3500,33298,2: Victoria
3281,1203,0,0,6,0,3,87,432,522,128,14,382,540,94,8,179,24,114,1857,2: Victoria
3282,1798,66,0,0,10,47,217,903,603,80,26,630,591,205,22,442,22,209,2488,2: Victoria
3283,1004,0,0,0,0,14,76,436,366,54,18,366,344,98,8,190,16,104,1423,2: Victoria
3284,2707,240,13,15,5,74,615,1496,735,129,20,1072,752,264,27,964,51,351,3860,2: Victoria
3285,934,0,0,0,14,20,124,422,286,50,18,333,296,56,0,228,8,73,1255,2: Victoria
3286,443,0,0,0,0,6,64,225,118,20,10,162,104,26,0,130,18,35,532,2: Victoria
3287,297,0,0,0,0,4,27,141,108,20,0,114,116,14,0,50,6,45,418,2: Victoria
3289,623,0,0,4,0,17,91,308,147,42,20,204,156,34,8,209,17,75,804,2: Victoria
3292,148,0,0,0,0,6,32,86,26,0,0,74,10,0,0,56,0,19,191,2: Victoria
3293,280,0,0,0,0,10,40,128,84,16,8,89,66,20,0,102,0,50,336,2: Victoria
3294,748,21,0,0,0,37,130,359,196,42,6,248,202,52,12,254,16,79,967,2: Victoria
3300,8006,525,180,35,10,410,1566,4659,1941,320,53,2543,2016,891,83,3401,204,1117,10479,2: Victoria
3301,940,0,0,0,0,20,68,388,355,74,14,340,328,42,0,203,8,71,1267,2: Victoria
3302,286,0,0,0,0,12,38,118,100,20,6,104,78,24,0,66,0,23,356,2: Victoria
3303,223,0,0,0,0,0,24,122,50,14,0,84,64,8,0,58,0,17,282,2: Victoria
3304,2156,51,8,12,5,68,346,1242,466,70,19,704,475,226,29,775,55,288,2786,2: Victoria
3305,9711,819,109,102,35,410,1955,5688,2479,362,75,3532,2525,1200,88,3616,292,1500,13344,2: Victoria
3309,89,0,0,0,0,0,8,44,30,0,0,24,22,12,0,30,6,11,122,2: Victoria
3310,255,6,0,0,0,22,64,122,35,8,0,88,37,17,0,109,10,49,263,2: Victoria
3311,1459,0,65,10,10,58,319,874,248,21,0,506,229,120,22,663,39,146,1707,2: Victoria
3312,786,0,0,0,10,14,86,376,228,40,28,304,194,50,6,200,30,69,1023,2: Victoria
3314,440,0,0,0,0,14,54,176,142,44,6,170,114,28,0,114,0,34,569,2: Victoria
3315,1370,43,0,9,6,60,206,763,319,62,6,452,286,130,0,543,36,154,1686,2: Victoria
3317,160,0,0,0,0,12,30,68,32,10,0,42,34,14,0,64,0,7,184,2: Victoria
3318,992,22,40,0,9,51,167,570,218,42,8,327,191,73,20,454,38,121,1243,2: Victoria
3319,306,6,0,0,6,30,48,160,54,6,6,116,70,18,0,113,14,34,410,2: Victoria
3321,1144,0,6,0,10,0,71,492,484,74,18,366,566,72,0,141,6,135,1780,2: Victoria
3322,168,0,0,0,0,6,34,90,28,10,0,52,34,22,0,74,0,19,176,2: Victoria
3323,75,0,0,0,0,0,8,36,24,0,0,40,14,6,0,20,0,3,91,2: Victoria
3324,490,10,0,6,0,37,88,261,86,14,10,153,100,36,6,212,6,79,577,2: Victoria
3325,390,0,0,0,0,10,74,174,102,18,0,132,78,16,8,142,14,64,456,2: Victoria
3328,1431,0,0,0,0,18,76,520,690,102,18,409,721,98,12,166,20,216,2308,2: Victoria
3329,214,0,0,0,0,8,24,108,58,12,0,64,86,20,0,36,0,35,309,2: Victoria
3330,156,3,0,0,0,0,32,64,52,8,0,47,38,22,0,48,8,18,208,2: Victoria
3331,4416,169,3,0,10,34,299,1600,2380,272,48,1330,2152,476,14,637,53,679,7202,2: Victoria
3332,747,0,0,0,6,14,43,320,278,50,12,227,320,72,0,122,12,109,1181,2: Victoria
3333,616,7,0,5,0,22,84,300,159,34,6,190,213,66,0,139,12,100,864,2: Victoria
3334,409,0,0,0,0,12,76,180,116,16,0,114,100,44,6,146,6,59,544,2: Victoria
3335,3840,65,27,215,34,173,116,1319,2227,195,42,1059,1724,435,52,941,119,360,6195,2: Victoria
3336,9892,296,0,0,0,14,83,2357,6798,899,74,1799,6232,1083,85,1017,132,634,17737,2: Victoria
3337,24867,2103,137,11,22,226,1801,13757,10316,1306,281,5988,9750,4885,352,6557,739,4302,40724,2: Victoria
3338,21138,1809,32,6,18,396,1842,8460,11411,1173,180,4804,9924,3508,293,4794,624,3283,37062,2: Victoria
3340,16523,1524,152,76,29,502,2000,7978,7223,917,218,5102,6498,2340,189,4652,359,2741,25614,2: Victoria
3341,1103,0,0,0,12,6,74,504,396,80,18,322,476,89,12,204,16,120,1644,2: Victoria
3342,2840,124,3,26,6,60,382,1486,941,114,39,906,910,330,37,815,72,428,3946,2: Victoria
3345,976,0,0,0,0,22,82,430,370,48,18,328,346,88,0,186,8,116,1393,2: Victoria
3350,44051,6281,1724,109,69,2259,11221,24786,15276,1769,261,14202,14029,6518,511,18521,2528,8519,66022,2: Victoria
3351,6264,7,4,35,22,130,598,2668,2222,432,107,1997,2323,585,62,1252,112,992,9106,2: Victoria
3352,12418,47,55,168,30,246,963,5260,5181,776,165,4049,4842,1152,101,2424,286,1708,18922,2: Victoria
3355,9111,1550,403,0,18,927,1992,6841,1753,226,34,2878,2032,1793,176,4811,401,2013,13059,2: Victoria
3356,10123,2727,11,0,11,611,3062,7497,2506,217,32,3319,2700,2348,155,5195,526,2550,15601,2: Victoria
3357,2645,54,44,0,0,45,309,1254,968,170,24,892,945,257,10,626,39,344,3797,2: Victoria
3358,2334,4,0,0,0,0,24,601,1651,60,8,650,933,275,28,382,104,365,3440,2: Victoria
3360,697,0,0,0,0,18,148,323,174,22,0,222,144,72,8,234,0,127,803,2: Victoria
3361,561,0,0,0,0,23,110,271,112,25,16,138,105,64,0,232,12,90,695,2: Victoria
3363,2586,20,175,47,3,153,460,1536,617,97,18,882,667,289,15,1022,63,440,3598,2: Victoria
3364,1721,6,0,6,0,46,224,865,484,78,18,619,478,115,16,465,34,217,2272,2: Victoria
3370,1564,16,9,43,16,81,330,806,320,46,20,527,309,187,18,571,50,270,1900,2: Victoria
3371,866,6,0,25,10,56,223,415,142,34,6,290,154,98,6,358,24,138,1090,2: Victoria
3373,1997,28,6,5,6,73,362,1051,468,44,14,663,413,200,20,710,60,315,2453,2: Victoria
3374,363,0,0,0,0,12,72,154,100,6,6,124,78,20,0,124,0,27,425,2: Victoria
3375,191,0,0,0,0,6,16,94,58,8,14,72,44,20,0,48,0,23,236,2: Victoria
3377,6616,592,23,48,28,244,1471,3820,1588,241,35,2261,1538,871,97,2638,216,1096,9602,2: Victoria
3378,89,0,0,0,0,0,6,26,50,10,0,14,42,10,0,32,0,3,140,2: Victoria
3379,611,4,0,6,0,11,61,313,160,52,14,206,131,48,0,204,12,63,749,2: Victoria
3380,4668,197,277,27,13,283,1011,2728,1058,154,40,1602,1029,505,70,2026,173,719,6220,2: Victoria
3381,940,11,0,21,5,48,162,457,254,40,8,358,233,66,0,299,22,100,1401,2: Victoria
3384,435,0,0,0,0,28,62,192,102,30,10,150,120,32,0,122,6,86,608,2: Victoria
3385,438,0,0,0,0,16,69,208,102,18,8,178,106,22,8,122,8,57,541,2: Victoria
3387,234,0,0,0,0,0,10,104,100,6,8,84,62,14,0,76,6,31,289,2: Victoria
3388,437,0,0,3,0,3,75,238,96,0,16,172,100,34,8,131,0,71,567,2: Victoria
3390,770,13,4,12,5,23,164,400,155,28,12,225,192,79,6,307,18,115,957,2: Victoria
3391,121,0,0,0,0,0,22,61,32,0,0,40,36,26,0,30,0,12,181,2: Victoria
3392,477,6,0,11,0,8,129,262,65,20,8,173,86,48,0,177,6,81,584,2: Victoria
3393,2090,79,14,25,3,99,384,1199,416,70,13,663,408,219,20,921,51,302,2614,2: Victoria
3395,275,8,0,5,0,11,44,139,74,16,0,84,68,19,0,112,0,56,350,2: Victoria
3396,595,3,12,3,0,22,100,338,120,16,0,232,97,48,8,232,14,74,694,2: Victoria
3400,11219,696,727,13,6,554,2587,6748,2929,266,59,3451,2951,1474,132,4941,440,1672,15134,2: Victoria
3401,3142,5,0,15,12,48,233,1248,1284,232,48,1141,1205,200,20,586,34,325,4596,2: Victoria
3407,325,16,0,5,0,10,64,146,107,14,7,105,84,18,0,118,0,32,416,2: Victoria
3409,778,0,8,3,6,40,93,413,178,34,8,279,188,62,0,257,16,74,987,2: Victoria
3412,263,0,0,0,0,8,64,124,54,10,0,66,58,30,0,102,0,28,295,2: Victoria
3413,155,0,0,0,0,3,16,75,54,6,0,53,40,12,0,39,8,6,196,2: Victoria
3414,1453,0,46,9,0,96,325,766,277,31,8,493,280,140,6,583,36,204,1719,2: Victoria
3415,21,0,0,0,0,0,0,8,0,8,0,16,14,0,0,0,0,4,36,2: Victoria
3418,2096,121,16,3,6,114,378,1222,463,62,18,699,588,162,38,746,81,230,2875,2: Victoria
3419,748,9,3,0,0,12,166,423,131,25,0,244,167,62,6,284,18,89,891,2: Victoria
3420,189,0,0,0,0,0,28,84,54,8,8,72,56,10,0,36,8,16,283,2: Victoria
3423,410,0,0,0,0,21,76,204,80,8,12,168,58,36,0,130,6,75,476,2: Victoria
3424,617,17,0,6,0,30,97,346,150,18,0,239,132,32,0,229,18,78,750,2: Victoria
3427,3805,294,0,4,12,12,167,2043,1795,144,26,1197,1504,471,52,924,103,533,5669,2: Victoria
3428,443,0,0,0,0,9,26,146,190,64,6,107,190,42,18,70,8,40,668,2: Victoria
3429,25123,1159,2063,0,41,369,3338,13164,10877,1623,243,7590,10412,3854,293,7112,702,4502,39093,2: Victoria
3430,197,0,0,0,0,14,10,82,64,12,14,54,68,30,0,50,6,10,303,2: Victoria
3431,2854,159,14,0,10,32,240,1220,1306,241,40,945,1244,315,23,532,39,403,4390,2: Victoria
3432,134,0,0,0,0,0,8,46,70,8,0,42,50,12,0,18,10,16,185,2: Victoria
3433,138,0,0,0,0,12,6,50,48,16,6,50,62,22,0,16,0,29,207,2: Victoria
3434,4149,90,35,0,0,92,277,1699,1880,264,50,1346,1671,415,22,784,65,571,6143,2: Victoria
3435,2285,14,0,0,10,51,210,1046,790,132,42,717,809,253,20,484,30,307,3228,2: Victoria
3437,7106,719,62,0,8,168,620,2851,3751,683,118,2370,3419,772,42,1582,93,921,11715,2: Victoria
3438,1550,43,0,0,0,29,152,536,729,146,16,426,730,153,10,276,12,195,2509,2: Victoria
3440,1339,5,0,37,0,43,90,545,542,128,22,440,563,114,12,264,22,145,2073,2: Victoria
3441,1030,7,0,0,0,26,96,442,294,140,42,412,384,52,0,171,22,78,1450,2: Victoria
3442,5725,437,9,6,17,90,808,2898,2042,382,94,1989,2207,689,33,1388,116,825,8586,2: Victoria
3444,6953,514,10,151,7,277,1371,3540,2060,426,107,2574,2197,702,64,2208,210,1105,10066,2: Victoria
3446,841,0,0,0,6,16,154,443,184,28,6,281,262,50,6,239,24,140,1101,2: Victoria
3447,415,0,0,0,0,8,68,222,88,16,0,143,98,48,12,110,20,79,524,2: Victoria
3448,784,0,0,0,0,29,122,384,192,46,14,302,206,56,0,204,12,82,981,2: Victoria
3450,5919,433,18,31,22,387,1925,3084,965,101,32,1813,1121,751,40,2701,211,867,7588,2: Victoria
3451,4616,47,0,12,32,208,825,2018,1372,155,40,1519,1214,495,30,1277,139,613,5819,2: Victoria
3453,1368,0,0,0,0,16,176,634,418,84,28,520,382,123,14,314,22,184,1852,2: Victoria
3458,1813,33,0,9,10,79,426,934,341,54,16,738,378,136,10,580,46,205,2330,2: Victoria
3460,2267,234,4,11,12,196,791,1193,335,59,20,817,361,281,16,1107,82,321,2799,2: Victoria
3461,3692,23,0,26,19,217,874,1786,666,121,41,1377,831,255,28,1145,136,471,4614,2: Victoria
3462,1044,4,8,7,0,41,218,538,224,34,3,336,230,94,0,390,14,164,1230,2: Victoria
3463,2241,35,0,15,24,118,521,1130,392,74,14,799,428,151,24,831,84,289,2588,2: Victoria
3464,855,36,0,11,15,33,113,462,212,40,14,271,288,78,0,279,10,137,1192,2: Victoria
3465,7785,687,124,108,33,413,1986,4646,1569,214,51,2674,1540,1087,98,3583,245,1422,10111,2: Victoria
3467,1060,34,0,6,0,43,251,563,180,32,11,347,221,108,18,419,14,151,1356,2: Victoria
3468,239,0,0,0,0,14,54,98,50,6,6,98,42,16,0,80,6,33,267,2: Victoria
3469,220,0,0,0,0,9,40,90,62,9,6,72,39,14,0,102,0,21,269,2: Victoria
3472,1227,42,0,45,17,142,291,602,217,28,6,378,200,150,8,560,53,225,1492,2: Victoria
3475,325,0,0,0,0,16,80,160,40,20,0,122,50,26,0,114,0,35,373,2: Victoria
3477,618,11,0,7,0,23,99,280,183,24,8,243,170,44,0,176,16,60,817,2: Victoria
3478,2185,92,3,23,9,127,469,1218,405,54,10,698,394,228,24,995,46,301,2584,2: Victoria
3480,1369,17,44,11,6,74,226,780,318,28,6,463,336,104,15,533,32,178,1805,2: Victoria
3482,139,0,0,0,0,0,14,77,38,0,10,43,28,6,6,45,0,18,207,2: Victoria
3483,679,0,29,0,0,32,113,352,189,22,0,209,196,40,10,261,15,68,882,2: Victoria
3485,240,0,0,0,0,6,38,113,64,18,0,98,39,16,0,98,6,22,291,2: Victoria
3487,48,0,0,0,0,0,10,22,14,0,0,14,20,0,0,6,0,8,82,2: Victoria
3488,77,0,0,0,0,0,16,40,18,6,0,32,14,0,0,20,0,16,89,2: Victoria
3489,46,0,0,0,0,0,6,14,22,8,0,10,16,0,0,10,0,0,62,2: Victoria
3490,1013,36,0,17,0,65,150,583,242,24,3,361,197,72,14,400,24,103,1292,2: Victoria
3491,103,0,0,0,6,0,18,34,36,8,0,34,26,14,0,40,8,3,149,2: Victoria
3494,402,0,0,93,15,64,46,218,111,26,12,130,133,28,7,189,46,44,641,2: Victoria
3496,4322,241,20,64,29,234,735,2399,1060,206,36,1348,1374,548,51,1377,118,697,6464,2: Victoria
3498,3836,16,224,23,8,71,485,1996,1302,210,44,1326,1394,389,48,992,84,430,5977,2: Victoria
3500,21494,2900,1905,270,74,1218,6315,14423,5659,605,104,7480,6450,3956,339,9780,1138,3701,34565,2: Victoria
3501,1352,14,0,45,7,66,106,503,592,98,18,408,636,86,0,278,18,137,2146,2: Victoria
3505,3304,113,47,44,13,145,533,1722,919,150,28,1100,1072,434,22,950,67,485,5010,2: Victoria
3506,18,0,0,0,0,0,0,8,7,0,0,6,7,0,0,7,0,0,33,2: Victoria
3507,116,0,10,0,7,3,34,52,29,10,0,39,24,12,0,42,0,10,171,2: Victoria
3509,190,0,0,0,0,0,24,80,76,0,0,70,38,22,0,62,0,22,228,2: Victoria
3512,295,8,0,0,0,15,60,150,80,0,0,92,76,19,0,100,0,35,369,2: Victoria
3515,1625,0,0,27,0,23,88,608,823,66,26,543,733,108,18,249,14,234,2516,2: Victoria
3516,535,0,0,11,0,11,88,265,148,28,0,198,160,22,6,131,18,54,722,2: Victoria
3517,1110,24,0,47,14,52,241,581,242,24,0,392,259,92,6,418,30,234,1497,2: Victoria
3518,972,88,0,27,18,95,219,549,191,17,7,359,194,91,14,439,32,159,1321,2: Victoria
3520,143,0,0,3,0,12,31,72,18,3,0,25,22,18,6,73,0,30,156,2: Victoria
3521,521,0,0,0,0,14,50,228,176,26,20,152,190,62,0,101,0,65,772,2: Victoria
3522,253,0,0,0,0,8,46,118,60,6,0,96,60,28,0,66,16,34,338,2: Victoria
3523,3199,62,12,76,41,171,713,1648,614,76,26,1200,538,270,51,1227,110,463,3965,2: Victoria
3525,1059,62,3,17,0,27,175,626,268,27,0,415,215,76,26,413,30,131,1369,2: Victoria
3527,595,36,0,9,0,25,85,402,119,14,0,231,128,62,10,249,18,83,741,2: Victoria
3529,89,0,0,0,0,0,22,34,30,6,0,22,38,14,0,30,0,6,117,2: Victoria
3530,106,0,0,0,0,0,14,52,30,6,0,38,28,0,0,52,0,14,114,2: Victoria
3531,152,0,0,0,0,6,19,78,42,8,0,50,50,16,0,42,10,10,194,2: Victoria
3533,610,16,0,10,0,46,107,311,130,18,0,196,124,58,8,230,22,85,744,2: Victoria
3537,744,15,0,0,0,12,109,420,170,20,0,255,175,64,12,276,10,98,1094,2: Victoria
3540,224,8,0,0,0,14,41,104,64,10,0,76,28,26,0,97,6,23,263,2: Victoria
3542,111,0,0,0,0,0,10,62,28,0,0,52,22,10,0,28,0,14,139,2: Victoria
3544,193,0,0,0,0,0,26,102,58,8,0,52,46,6,0,74,6,15,252,2: Victoria
3546,272,3,0,0,0,16,25,160,78,6,0,106,56,24,0,79,16,37,346,2: Victoria
3549,2033,50,85,87,9,122,322,997,677,88,50,637,714,204,55,563,219,146,4017,2: Victoria
3550,29270,4662,428,56,64,1423,8959,17934,7057,986,172,9073,7478,4756,464,13532,1731,5844,41839,2: Victoria
3551,23399,164,7,103,49,261,1211,8570,11657,1558,272,7283,9892,2309,144,3768,448,3522,35614,2: Victoria
3555,15523,1208,383,15,22,627,3327,9809,3480,334,51,4640,3855,2401,219,6249,625,2892,21043,2: Victoria
3556,10535,479,30,31,31,353,1951,5571,2889,292,54,2806,2670,1717,188,3700,328,2071,14088,2: Victoria
3557,608,0,0,0,0,6,64,289,207,24,20,176,235,52,10,128,18,96,853,2: Victoria
3558,767,0,0,25,0,20,155,425,144,10,12,255,146,86,14,296,11,112,971,2: Victoria
3559,430,0,0,0,0,8,52,194,134,28,10,159,108,30,14,120,6,46,563,2: Victoria
3561,3295,144,0,52,22,149,524,1728,880,162,24,1196,829,343,37,1089,94,494,4498,2: Victoria
3562,167,0,0,9,0,6,6,91,62,10,0,68,61,8,0,29,8,14,257,2: Victoria
3563,609,11,0,0,0,11,90,332,158,18,6,200,162,88,0,179,14,109,850,2: Victoria
3564,11540,1476,21,178,32,530,2502,6163,3833,504,113,4294,3372,1591,125,4344,364,1696,17080,2: Victoria
3565,89,0,0,0,0,10,16,44,22,0,0,28,34,0,0,28,0,12,134,2: Victoria
3566,439,14,0,0,0,28,69,232,90,16,0,147,122,36,0,148,6,47,578,2: Victoria
3567,522,16,0,0,5,31,60,256,160,28,0,212,132,36,0,149,8,53,665,2: Victoria
3568,2321,94,4,3,0,72,335,1334,606,58,16,847,556,164,14,835,58,282,2947,2: Victoria
3570,532,0,0,10,0,9,73,285,136,22,12,214,172,49,3,85,12,79,837,2: Victoria
3571,196,7,0,5,0,0,24,103,61,14,0,79,68,26,0,51,6,20,305,2: Victoria
3572,98,0,0,0,0,10,0,48,26,12,0,32,32,6,0,26,0,6,137,2: Victoria
3573,241,0,0,0,0,16,30,122,56,10,0,74,64,26,6,80,6,19,340,2: Victoria
3575,671,14,0,0,0,49,98,336,152,28,6,191,158,60,0,221,14,66,842,2: Victoria
3576,59,0,0,0,0,0,6,28,24,0,0,22,12,0,0,8,0,10,60,2: Victoria
3579,4038,271,3,74,7,124,800,2158,1125,183,36,1362,940,433,58,1669,110,524,5450,2: Victoria
3580,868,7,9,12,0,49,99,526,188,24,0,363,170,80,12,283,7,93,1101,2: Victoria
3581,97,0,0,0,0,6,0,32,28,8,8,43,28,0,0,24,18,21,147,2: Victoria
3583,105,0,0,0,0,0,15,40,30,12,0,28,43,8,0,18,10,11,162,2: Victoria
3584,775,0,8,3,3,28,84,424,210,28,10,264,238,72,20,185,20,72,1138,2: Victoria
3585,7433,737,672,53,13,608,1859,4492,2140,240,70,2667,2329,1058,99,3160,328,978,11508,2: Victoria
3586,520,0,0,14,6,19,19,252,189,42,0,182,205,38,0,115,14,59,799,2: Victoria
3588,301,0,0,0,0,8,16,164,84,16,0,94,92,36,8,72,6,37,404,2: Victoria
3589,230,0,0,0,0,16,8,102,70,22,0,90,64,22,6,44,8,14,359,2: Victoria
3590,220,0,0,0,0,0,22,122,64,6,0,82,86,14,0,44,0,22,337,2: Victoria
3591,123,0,0,0,0,10,16,66,32,0,0,52,36,0,6,16,0,13,163,2: Victoria
3594,375,0,0,69,26,41,52,234,72,6,7,180,86,42,0,166,26,49,536,2: Victoria
3595,426,0,14,18,0,35,74,247,96,0,0,126,96,59,0,170,22,88,673,2: Victoria
3596,55,0,0,19,8,9,0,30,12,9,0,33,12,6,0,27,0,0,103,2: Victoria
3597,302,10,0,0,0,18,66,176,58,16,8,78,96,18,0,99,49,24,458,2: Victoria
3599,82,0,0,14,0,10,12,42,16,12,0,30,26,8,0,33,0,6,154,2: Victoria
3607,103,0,0,0,0,0,8,58,30,0,0,36,30,6,0,29,0,0,160,2: Victoria
3608,2126,139,0,86,3,132,483,1097,567,73,18,838,486,198,14,900,68,249,2825,2: Victoria
3610,1035,94,0,39,12,97,176,618,249,36,10,385,291,106,0,433,34,149,1600,2: Victoria
3612,1428,25,0,58,16,97,311,729,242,58,8,507,255,125,20,602,49,225,1801,2: Victoria
3614,623,0,0,0,0,10,46,292,234,28,0,198,260,44,0,102,14,64,927,2: Victoria
3616,3942,221,13,67,8,134,709,2076,1201,114,19,1344,1203,421,59,1288,113,500,5605,2: Victoria
3617,109,0,0,0,0,6,0,56,32,14,0,44,38,0,0,18,0,15,161,2: Victoria
3618,494,3,0,27,0,35,61,296,92,16,3,155,121,68,0,156,35,92,679,2: Victoria
3620,5859,634,25,44,23,219,1278,3316,1666,228,28,1993,1726,776,50,2243,127,826,8340,2: Victoria
3621,1631,95,6,58,18,80,252,941,406,88,16,540,526,193,6,592,31,219,2437,2: Victoria
3622,345,0,0,0,0,0,30,150,124,18,10,110,144,30,0,58,6,37,537,2: Victoria
3623,711,16,22,16,26,22,131,422,144,18,0,257,132,106,14,251,16,106,890,2: Victoria
3624,425,0,0,0,5,0,44,268,94,18,0,128,103,44,0,132,20,43,563,2: Victoria
3629,6042,861,26,393,30,527,1605,3698,1486,182,43,2020,1639,1114,88,2875,228,1237,9536,2: Victoria
3630,20338,3212,96,251,43,1088,5756,12446,5050,540,100,6277,6164,3368,303,8583,1022,3457,32151,2: Victoria
3631,9125,71,0,248,17,83,589,3103,4771,674,104,2840,4080,798,58,1622,197,1067,14605,2: Victoria
3633,390,0,0,38,0,12,14,172,172,30,0,120,180,18,0,112,0,65,620,2: Victoria
3634,1274,0,0,0,0,8,80,650,440,70,0,408,466,148,0,233,12,171,1888,2: Victoria
